Cruise ID,UTC Time,Latitude DegMin,Longitude DegMin,Latitude Deg,Longitude Deg,Station,Pressure,Depth,Temperature,Salinity,Sigma-t,Oxygen Concentration MG,Chlorophyll Fluorescence ,Beam Transmission,Nitrate,Nitrite,Ammonium,Phosphate,Silicate,Oxygen Concentration MG Titration,Chlorophyll Concentration,Phaeopigment Concentration
,,[deg min],[deg min],[deg],[deg],,[db],[m],[deg C],,[kg/m^3],[mg/l],[mg/m^3],[%],[uM],[uM],[uM],[uM],[uM],[mg/l],[ug/l],[ug/l]
,,,,,,,CTD,CTD,CTD,CTD,CTD,CTD,CTD,CTD,Lab,Lab,Lab,Lab,Lab,Lab,Lab,Lab
 TN097,Aug 19 1999 11:25:26,48 0.96 N,122 18.24 W,48.016,-122.304,P1,1.20,1.20,15.13,22.54,16.36,11.49,15.00,84.88,0.80,0.03,0.07,0.40,16.80,10.67,5.18,0.85
 TN097,Aug 19 1999 11:25:26,48 0.96 N,122 18.24 W,48.016,-122.304,P1,6.40,6.40,12.01,28.43,21.49,7.65,12.90,86.82,6.90,0.15,0.03,0.93,26.30,9.21,4.28,0.70
 TN097,Aug 19 1999 11:25:26,48 0.96 N,122 18.24 W,48.016,-122.304,P1,11.40,11.30,11.51,28.97,22.00,6.95,5.38,86.52,20.00,0.09,0.00,1.95,41.50,6.32,0.27,0.33
 TN097,Aug 19 1999 11:25:26,48 0.96 N,122 18.24 W,48.016,-122.304,P1,21.50,21.30,10.99,29.12,22.20,6.72,3.65,87.20,20.80,0.10,0.00,2.02,44.00,6.27,0.11,0.40
 TN097,Aug 19 1999 11:25:26,48 0.96 N,122 18.24 W,48.016,-122.304,P1,31.50,31.30,10.71,29.15,22.28,6.61,3.21,82.53,22.00,0.03,0.00,2.08,45.30,6.13,0.12,0.35
 TN097,Aug 19 1999 11:25:26,48 0.96 N,122 18.24 W,48.016,-122.304,P1,51.60,51.20,9.52,29.05,22.39,6.15,3.16,79.69,24.70,0.03,0.00,2.34,54.80,5.63,0.07,0.41
 TN097,Aug 19 1999 11:25:26,48 0.96 N,122 18.24 W,48.016,-122.304,P1,81.90,81.20,9.70,29.42,22.65,5.38,3.14,67.01,24.20,0.08,0.00,2.43,59.50,4.99,0.08,0.45
 TN097,Aug 19 1999 11:25:26,48 0.96 N,122 18.24 W,48.016,-122.304,P1,100.30,99.50,9.49,29.49,22.73,4.69,3.50,79.88,23.80,0.11,0.00,2.54,62.90,4.77,0.11,0.52
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,1.30,1.30,13.90,27.00,20.03,8.71,15.00,82.26,12.50,0.36,0.74,1.46,30.80,8.15,1.80,0.71
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,4.50,4.50,13.44,28.13,20.99,8.35,15.00,82.39,13.80,0.38,0.73,1.59,33.60,7.80,2.04,1.01
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,8.50,8.50,13.07,28.82,21.59,8.06,15.00,81.53,16.90,0.43,0.67,1.83,37.60,,2.36,0.96
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,11.70,11.60,12.64,29.06,21.86,7.85,15.00,84.99,17.70,0.43,0.71,1.87,38.30,7.26,2.14,0.80
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,14.70,14.60,12.50,29.16,21.96,7.62,12.20,86.96,18.60,0.43,0.77,1.90,38.30,,1.48,0.74
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,22.00,21.80,11.90,29.32,22.20,6.97,5.36,86.84,18.90,0.42,0.91,1.99,39.20,6.85,0.49,0.40
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,31.60,31.30,11.63,29.39,22.30,6.68,3.77,84.78,20.10,0.45,1.02,2.03,39.40,6.35,0.23,0.28
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,51.70,51.30,11.48,29.60,22.49,6.67,4.58,84.03,19.00,0.42,2.07,1.96,39.00,6.27,0.30,0.58
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,81.80,81.10,11.21,29.81,22.70,6.50,4.63,84.35,19.30,0.41,2.17,1.96,40.10,6.11,0.08,0.05
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,111.80,110.90,11.14,29.90,22.78,6.49,5.00,84.02,19.30,0.40,2.25,1.96,40.10,6.19,0.36,0.71
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,151.00,149.70,11.08,29.99,22.86,6.45,5.61,68.41,20.00,0.40,2.29,1.96,40.80,6.07,0.46,0.80
 TN097,Aug 19 1999 12:59:06,47 48.78 N,122 27.3 W,47.813,-122.455,P27,191.50,189.80,10.90,30.17,23.04,6.29,6.90,83.32,20.70,0.37,1.98,2.01,41.10,5.92,0.68,2.10
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,1.50,1.40,13.83,28.68,21.34,8.33,14.00,83.99,16.50,0.39,0.68,1.79,37.20,7.75,2.28,0.76
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,6.50,6.40,12.87,29.12,21.87,7.80,13.30,85.15,17.90,0.41,0.65,1.88,38.60,7.36,1.46,1.05
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,11.60,11.50,12.61,29.18,21.96,7.70,11.80,87.21,18.30,0.41,0.65,1.90,38.40,7.24,1.46,1.00
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,21.60,21.40,12.02,29.29,22.16,7.07,5.81,87.08,19.10,0.34,0.76,1.98,40.70,6.67,0.64,0.30
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,31.60,31.40,11.88,29.31,22.20,6.98,4.76,86.06,20.20,0.36,0.84,2.02,40.10,6.48,0.83,0.21
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,51.80,51.30,11.38,29.48,22.42,6.50,3.49,84.39,20.20,0.46,1.25,2.03,39.00,6.11,0.14,0.37
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,82.00,81.30,11.27,29.67,22.59,6.48,3.66,81.71,19.10,0.45,2.20,2.00,38.80,6.07,0.19,0.62
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,102.10,101.20,11.08,29.80,22.72,6.32,3.86,77.50,19.60,0.46,2.27,2.05,39.10,5.93,0.19,0.76
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,152.50,151.10,11.01,29.89,22.80,6.26,4.78,71.35,19.80,0.46,2.16,2.08,41.80,5.88,0.34,1.15
 TN097,Aug 19 1999 14:10:26,47 42.18 N,122 27.24 W,47.703,-122.454,P28,189.30,187.70,11.00,30.02,22.91,6.36,6.00,86.01,19.90,0.41,2.16,2.02,41.00,6.00,0.44,1.27
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,1.40,1.40,12.46,29.26,22.05,7.66,9.55,86.37,19.00,0.32,0.65,1.94,39.20,7.19,3.01,0.62
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,6.40,6.30,12.46,29.26,22.05,7.62,8.30,86.55,18.90,0.34,0.61,1.94,38.70,7.15,2.87,0.55
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,11.50,11.40,12.16,29.30,22.14,7.59,9.27,87.24,18.50,0.35,0.60,1.92,38.80,7.04,2.38,0.99
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,21.50,21.30,11.97,29.30,22.18,7.16,7.76,87.48,19.80,0.35,0.55,1.96,39.20,6.76,1.94,0.46
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,31.60,31.30,11.78,29.34,22.23,6.99,5.58,85.82,20.00,0.34,0.65,2.00,39.50,6.51,0.81,0.18
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,51.70,51.20,11.39,29.50,22.43,6.48,3.79,83.45,20.60,0.41,0.81,2.04,39.90,6.10,0.29,0.36
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,81.90,81.20,11.04,29.72,22.66,6.24,3.57,80.99,21.40,0.47,1.34,2.07,40.40,5.88,0.30,0.63
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,122.20,121.10,10.83,29.82,22.77,6.05,3.51,77.71,21.70,0.47,1.44,2.15,42.70,5.68,0.14,0.64
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,172.50,171.00,10.68,29.81,22.80,5.78,3.48,61.47,24.40,0.37,0.15,2.27,45.20,5.39,0.15,0.50
 TN097,Aug 19 1999 15:26:34,47 33.42 N,122 26.58 W,47.557,-122.443,P29,227.20,225.20,10.61,29.82,22.81,5.58,4.18,85.53,24.00,0.36,0.32,2.40,49.30,5.25,0.21,0.84
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,1.30,1.30,13.11,29.18,21.87,8.86,12.00,85.48,15.60,0.41,0.36,1.68,32.30,8.29,9.14,0.91
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,6.30,6.30,13.00,29.19,21.90,8.71,11.30,86.50,16.40,0.41,0.39,1.69,33.30,8.00,5.48,0.55
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,11.40,11.30,12.52,29.22,22.01,8.04,10.60,87.56,18.40,0.39,0.43,1.81,35.60,7.73,4.42,0.61
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,21.50,21.30,12.07,29.28,22.14,7.31,7.65,87.85,20.20,0.36,0.51,1.95,39.40,,2.72,0.38
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,31.50,31.30,11.86,29.33,22.22,6.99,6.05,87.00,20.70,0.36,0.54,1.97,39.30,6.60,0.91,0.22
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,51.70,51.20,11.51,29.43,22.36,6.61,3.84,84.29,21.70,0.36,0.56,2.05,40.30,6.24,0.41,0.29
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,81.90,81.20,11.09,29.66,22.61,6.28,3.53,82.61,22.60,0.45,0.83,2.08,41.20,5.93,0.21,0.59
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,122.10,121.10,10.82,29.80,22.76,6.03,3.63,81.41,23.00,0.44,0.55,2.14,42.30,5.62,0.17,0.55
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,172.60,171.10,10.63,29.81,22.80,5.73,3.41,78.84,24.60,0.17,0.01,2.28,46.40,5.45,0.26,0.43
 TN097,Aug 19 1999 16:32:53,47 27.42 N,122 24.48 W,47.457,-122.408,P30,212.70,210.80,10.53,29.81,22.82,5.60,3.48,85.77,25.30,0.11,0.01,2.34,47.50,5.27,0.20,0.85
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,1.40,1.40,12.64,29.16,21.94,8.28,10.40,86.06,16.80,0.41,0.42,1.70,33.10,7.92,7.16,1.55
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,6.40,6.30,12.60,29.16,21.95,8.22,11.90,86.87,17.00,0.41,0.40,1.75,35.80,7.57,3.89,0.60
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,11.40,11.30,12.36,29.20,22.02,7.69,8.49,88.22,18.20,0.42,0.49,1.84,36.50,7.17,3.31,0.54
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,21.40,21.20,12.00,29.27,22.14,7.20,6.02,87.81,19.60,0.40,0.56,1.95,39.20,6.74,0.97,0.27
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,31.50,31.30,11.83,29.31,22.20,6.97,4.47,86.26,20.20,0.40,0.59,1.99,38.80,6.55,0.84,0.21
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,51.60,51.20,11.35,29.47,22.42,6.42,3.47,84.51,21.50,0.37,0.03,2.05,40.30,6.07,0.17,0.68
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,81.80,81.10,10.99,29.68,22.64,6.17,3.45,84.85,22.80,0.41,0.32,2.10,41.00,5.81,1.85,0.72
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,122.20,121.10,10.80,29.77,22.74,5.98,3.26,83.84,24.00,0.37,0.22,2.16,42.10,5.62,0.57,0.40
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,172.40,170.90,10.62,29.79,22.79,5.77,3.36,80.47,24.30,0.11,0.02,2.24,44.80,5.27,0.97,0.38
 TN097,Aug 19 1999 17:29:10,47 23.64 N,122 21.6 W,47.394,-122.360,P31,211.60,209.70,10.54,29.80,22.81,5.63,3.37,81.34,24.70,0.09,0.04,2.32,49.10,5.25,0.56,0.34
 TN097,Aug 19 1999 18:25:18,47 19.98 N,122 26.52 W,47.333,-122.442,P32,1.30,1.30,13.64,28.33,21.11,9.30,15.00,81.94,14.20,0.37,0.28,1.51,35.50,8.67,5.79,1.25
 TN097,Aug 19 1999 18:25:18,47 19.98 N,122 26.52 W,47.333,-122.442,P32,6.40,6.40,13.49,28.50,21.27,8.99,15.00,88.14,18.00,0.42,0.48,1.80,37.50,7.32,1.99,0.47
 TN097,Aug 19 1999 18:25:18,47 19.98 N,122 26.52 W,47.333,-122.442,P32,11.40,11.40,12.09,29.23,22.09,7.28,5.03,88.66,19.20,0.42,0.51,1.93,37.50,6.73,1.65,0.59
 TN097,Aug 19 1999 18:25:18,47 19.98 N,122 26.52 W,47.333,-122.442,P32,21.50,21.30,11.80,29.29,22.20,6.89,3.54,88.55,20.80,0.40,0.34,1.99,38.70,6.48,0.59,0.22
 TN097,Aug 19 1999 18:25:18,47 19.98 N,122 26.52 W,47.333,-122.442,P32,31.50,31.20,11.75,29.31,22.22,6.86,4.04,86.12,20.60,0.40,0.27,1.99,39.10,6.40,0.19,0.17
 TN097,Aug 19 1999 18:25:18,47 19.98 N,122 26.52 W,47.333,-122.442,P32,51.70,51.20,11.21,29.44,22.41,6.36,3.27,85.90,22.40,0.17,0.02,2.08,41.20,5.94,1.60,0.43
 TN097,Aug 19 1999 18:25:18,47 19.98 N,122 26.52 W,47.333,-122.442,P32,81.80,81.10,10.90,29.68,22.66,6.06,3.27,85.46,23.00,0.32,0.03,2.11,41.10,5.78,0.36,0.41
